gion code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
2,64,"Хайбуллинское РОСП","453800, Россия, Респ. Башкортостан, Хайбуллинский р-н, , с. Акъяр, ул. Батанова, д. 2, ,","Ильбаков Фаяз Иксанович","8 (34758) 2-21-57","(34758) 2-12-57",+7(34758)2-12-57,+73472721646,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","- Акъярский сельсовет"
2,65,"Чекмагушевское РОСП","452200, Россия, Респ. Башкортостан, Чекмагушевский р-н, , с. Чекмагуш, ул. Кооперативная, д. 61, ,","Ибрагимов Салават Альтафович","8 (34796) 3-22-29","(34796) 3-22-29",+7(34796)3-22-29,+73472721646," Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","- Чекмагушевский сельсовет"
47,26,"Кировское РОСП","187340, г.Кировск, ул.Кирова, д.20","Солдатова Марина Викторовна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00","- Кировское"
2,66,"Чишминское РОСП","452175, Россия, Респ. Башкортостан, Чишминский р-н, Чишминский с/с, , ул. Строительная, д. 24, , ","Жиганшин Руслан Вильевич",+7(347)272-16-46,"(34797) 2-14-46",+7(347)272-16-46,+73472721646,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","- Чишминский поссовет"
2,67,"Шаранское РОСП","452630, Россия, Респ. Башкортостан, Шаранский р-н, , с. Шаран, ул. Центральная, д. 12, ,","Адеева Эльвира Равилевна","(34769) 2-21-46","(34769) 2-14-46",+7(34769)2-21-46,+73472721646,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","- Шаранский сельсовет"
2,68,"МОСП по ИОИП","450008, Россия, Респ. Башкортостан, , г. Уфа, , ул. Цюрупы, д. 95, ,","Ильбаков Зульфат Иксанович",+7(347)272-16-46,"+7 (347) 276-98-60",+7(347)272-16-46,+73472721646,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","- город Уфа"
2,69,ООД,"450008, Россия, Респ. Башкортостан, , г. Уфа, , ул. Цюрупы, д. 95, ,","Юсубов Яшар Манафоглы","(347) 273-59-82","(347) 273-59-82",+7(347)273-59-82,+73472721646," Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","- город Уфа"
2,70,"СО по ОУПДС","450008, Россия, Респ. Башкортостан, , г. Уфа, , ул. Цюрупы, д. 95, ,","Игебаев Фуат Факилович","8 (347) 251-16-64","8 (347) 279-14-48",,+7(347)277-14-48,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","- город Уфа"
2,71,"СО по РДИ","450008, Россия, Респ. Башкортостан, , г. Уфа, , ул. Цюрупы, д. 95, ,","Дебердиев Руслан Рустамоваич","8 (347) 273-13-67","8 (347) 273-13-67",+7(347)272-28-43,+73472721646,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","- город Уфа"
2,72,"Стерлитамакское РОСП","453124, Россия, Респ. Башкортостан, , г. Стерлитамак, , ул. Мира, д. 18, корп. а,","Мусина Ляйсан Ягудиновна",+7(347)272-16-46,8(3473)43-70-36,+7(347)272-16-46,+73472721646,"Нач. отд. - вторник с 09 до 13 час., четверг с 13 до 18 час.","- город Стерлитамак"
2,73,ОСН,"450008, Россия, Респ. Башкортостан, , г. Уфа, , ул. Цюрупы, , , ","Хафизов Урал Наилович",+7(347)272-16-46,,,+73472721646,,
3,14,"Муйское РОСП","671560, Россия, Респ. Бурятия, Муйский р-н, , пгт. Таксимо, ул. Белорусская, д. 7, , кв. 4","Дымбрылова Светлана Цыренжаповна",+7(30132)55-429,+7(30132)55-272,+7(30132)5-54-29,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- поселок Таксимо"
3,29,"Отделение оперативного дежурства","670045, Россия, Респ. Бурятия, , г. Улан-Удэ, , ул. Лимонова, д. 5, стр. 1,","Куреев Дмитрий Евгеньевич",+7(3012)28-94-00,,+7(3012)28-94-01,,"Пн - Пт с 9:00 до 18:00, перерыв с 12:30 до 13:30","- город Улан-Удэ"
3,0,"УФССП России по Республике Бурятия","670045, Россия, Респ. Бурятия, , г. Улан-Удэ, , ул. Лимонова, д. 5, стр. 1,","Ертанов Петр Викторович","+7 (3012) 28-94-00",+7(3012)28-94-13,+7(3012)28-94-01,,"Пн - Пт с 9:00 до 18:00","- город Улан-Удэ"
3,1,"Октябрьское РОСП г. Улан-Удэ № 2","670031, Россия, Респ. Бурятия, , г. Улан-Удэ, , ул. Широких-Полянского, 7а, ,","Коркина Светлана Сергеевна",+7(3012)555972,+7(3012)289543,+7(3012)28-95-43,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- город Улан-Удэ"
3,2,"Баргузинское РОСП","671610, Россия, Респ. Бурятия, Баргузинский р-н, , с. Баргузин, ул. Красноармейская, д. 45, ,","Очирова Ирина Дамбаевна",+7(30131)42-300,+7(30131)42-323,+7(30131)4-22-83,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","Баргузинский муниципальный район"
3,3,"Баунтовское РОСП","671510, Россия, Респ. Бурятия, Баунтовский эвенкийский р-н, , с. Багдарин, ул. Ленина, д. 39, ,","Цыбикдоржиева Аюна Жаргаловна",+7(30153)4-10-22,+7(30153)4-10-22,+7(30153)4-10-22,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- Багдаринское"
3,4,"Бичурское РОСП","671360, Россия, Респ. Бурятия, Бичурский р-н, , с. Бичура, ул. Ленина, д. 239, ,","Иванова Светлана Яковлевна",+7(30133)41-535,+7(30133)41-535,+7(30133)4-19-75,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- Бичурское"
3,5,"Джидинское РОСП","671920, Россия, Респ. Бурятия, Джидинский р-н, , с. Петропавловка, ул. Ленина, д. 125, ,","Николаева Екатерина Александровна",+7(30134)41-340,+7(30134)41-340,+7(30134)4-13-40,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- Петропавловское"
3,6,"Еравнинское РОСП","671430, Россия, Респ. Бурятия, Еравнинский р-н, , с. Сосново-Озерское, ул. Василенко, д. 84, ,","Балмаев Аюр Бальжинимаевич",+7(30135)21-672,+7(30135)21-672,+7(30135)2-16-72,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- Сосново-Озерское"
3,7,"Заиграевское РОСП","671310, Россия, Респ. Бурятия, Заиграевский р-н, , пгт. Заиграево, ул. Ленина, д. 26, ,","Будаева Туяна Владимировна",+7(30136)41-095,+7(30136)41-010,+7(30136)4-10-95,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- поселок Заиграево"
3,8,"Закаменское РОСП","671950, Россия, Респ. Бурятия, Закаменский р-н, г. Закаменск, , ул. Ленина, д. 15а, ,",,+7(30137)43-751,+7(30137)43-751,+7(30137)4-58-84,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- город Закаменск"
3,9,"Иволгинское РОСП","671050, Россия, Респ. Бурятия, Иволгинский р-н, , с. Иволгинск, ул. Ленина, д. 28, ,","Цыжипова Ханда Лхасарановна",+7(30140)22-239,+7(30140)22-239,+7(30140)2-16-28,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- Иволгинское"
3,10,"Кабанское РОСП","671200, Россия, Респ. Бурятия, Кабанский р-н, , с. Кабанск, ул. Октябрьская, д. 20, ,","Яновская Оксана Вячеславовна",+7(30138)41-204,+7(30138)40-480,+7(30138)4-13-46,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- Кабанское"
3,11,"Кижингинское РОСП","671450, Россия, Респ. Бурятия, Кижингинский р-н, , с. Кижинга, ул. Гагарина, д. 31, ,","Ванчинов Эрдэм Цырендордиевич",+7(30141)32-304,+7(30141)32-304,+7(30141)3-23-04,+73012289401,"Вт с 9:00 до 13:00, Чт с 13:00 до 18:00","- Кижингинский сомон"
